employee_id,name,email,age,gender,marital_status,department,job_level,education,monthly_income,years_at_company,years_since_last_promotion,distance_from_home_km,overtime,num_projects,avg_monthly_hours,satisfaction_score,city,hire_date,badge_id,survey_response_id,attrition
9772,George Mercer,george.mercer@examplecorp.com,43,Male,,Sales,3,High School,6651.0,14,14,4.1,No,1.0,170,3,Lake Carriemouth,2012-07-02,BDG-4818-nTYR,724669,No
6536,Mr. Jack Moore PhD,mr..phd@examplecorp.com,22,Male,Single,Research & Development,1,High School,3075.0,0,0,2.2,Yes,2.0,176,2,Port Coreystad,17 Jul 2026,BDG-0711-VECT,690996,No
4835,Mrs. Heather Christensen,mrs..christensen@examplecorp.com,37,Female,Single,  Research & Development  ,2,Master,4491.0,7,1,11.5,Yes,2.0,176,3,New Kathrynview,03 Jul 2019,BDG-4260-OjgJ,204314,No
6113,Jennifer Vargas,jennifer.vargas@examplecorp.com,40,Male,Single,Engineering,1,Bachelor,3465.0,0,0,2.1,Yes,2.0,216,2,Jonmouth,2026-07-22,BDG-6909-cetG,180353,No
4757,Cynthia Williams,cynthia.williams@examplecorp.com,34,Male,Married,Engineering,2,Master,4868.0,0,0,1.0,No,5.0,157,5,Kirbyton,2026-06-27,BDG-8144-cMnb,861099,No
4148,Larry Lloyd,larry.lloyd@examplecorp.com,30,Female,Married,Research & Development,3,High School,,0,0,8.0,No,3.0,172,2,Calebmouth,07/07/2026,BDG-8148-HDea,869962,No
91,Matthew Mcmillan,matthew.mcmillan@examplecorp.com,40,Male,Single,Research & Development,1,Master,3772.0,18,11,1.0,Yes,2.0,173,2,South Barrymouth,07/03/2008,BDG-2031-xxBD,289833,No
6114,Linda Newman,linda.newman@examplecorp.com,43,Male,Married,Marketing,5,Bachelor,,12,7,2.0,No,4.0,166,4,Alyssaton,2014-07-19,BDG-9754-Grfg,482372,Yes
6570,David Smith,david.smith@examplecorp.com,26,Female,Divorced,Sales,4,Bachelor,,2,1,21.0,No,1.0,154,4,North Scott,2024-06-30,BDG-5322-EyPQ,911937,No
7732,Sarah Holt,sarah.holt@examplecorp.com,33,Male,Single,Research & Development,2,Master,5325.0,1,1,3.8,No,2.0,150,3,Karenstad,2025-07-20,BDG-8756-yRlv,899163,No
8082,Suzanne Johnson,suzanne.johnson@examplecorp.com,52,Male,Married,Sales,3,High School,8000.0,28,27,11.8,Yes,1.0,235,2,Tonyton,1998-07-25,BDG-8557-KsXB,635187,No
2118,Anthony May,anthony.may@examplecorp.com,40,Male,Married,Research & Development,1,High School,2694.0,1,0,3.1,No,4.0,125,2,Maryhaven,2025-07-07,BDG-6229-FGkr,507748,Yes
2938,Martin Wilcox,martin.wilcox@examplecorp.com,57,Female,Married,Sales,1,Bachelor,3061.0,14,8,12.6,No,2.0,161,3,Port Anitaton,2012-07-03,BDG-8170-kBir,207357,No
6591,Deborah Gregory,deborah.gregory@examplecorp.com,40,Female,Married,Human Resources,1,Master,2942.0,0,0,2.3,No,2.0,162,5,Sanchezmouth,2026-07-04,BDG-6445-mODb,951406,No
984,Sean Curtis,sean.curtis@examplecorp.com,37,Female,Married,Sales,2,Bachelor,5014.0,8,7,4.9,No,1.0,180,3,North Rebeccatown,07/13/2018,BDG-1057-uqSN,206109,No
7119,Melissa Hanson,melissa.hanson@examplecorp.com,39,Male,Single,Engineering,1,Bachelor,3567.0,1,1,3.1,Yes,1.0,234,2,South William,07/17/2025,BDG-6772-DkiM,710110,No
5437,Shelly Moss,shelly.moss@examplecorp.com,33,Male,Divorced,Sales,4,,,0,0,40.0,No,5.0,178,3,Weavershire,2026-07-05,BDG-0294-cAjW,279858,No
2926,Elizabeth Jenkins,elizabeth.jenkins@examplecorp.com,33,Female,Divorced,Human Resources,2,Bachelor,3735.0,2,0,5.0,Yes,5.0,200,3,West Jamieshire,15 Jul 2024,BDG-9396-SVcF,361179,No
6921,John Clark,john.clark@examplecorp.com,40,Female,Single,Human Resources,3,Bachelor,7108.0,0,0,10.5,No,2.0,166,4,South Frederick,2026-07-14,BDG-2458-UASa,377238,No
3215,Nancy Brown,nancy.brown@examplecorp.com,36,Male,Married,Engineering,1,Bachelor,3241.0,4,3,12.0,Yes,4.0,180,2,New Robin,03-07-2022,BDG-9847-Oqbh,902833,No
6600,Brian Stokes,brian.stokes@examplecorp.com,41,Female,Divorced,Sales,2,Bachelor,5360.0,16,2,1.0,No,5.0,184,3,Lake Rossfurt,July 04 2010,BDG-8716-Xeci,819887,No
8354,Justin Chapman,justin.chapman@examplecorp.com,54,Male,Married,Sales,1,Bachelor,2810.0,1,1,12.4,No,1.0,147,3,Jimton,2025-07-08,BDG-5563-UJTa,285832,No
7200,Virginia Johns,virginia.johns@examplecorp.com,43,Male,Single,Sales,3,PhD,5570.0,16,1,9.3,No,,181,4,Lukeside,2010-07-01,BDG-7668-IWyn,353615,No
5012,Jesus Wheeler,jesus.wheeler@examplecorp.com,23,Male,Single,Sales,2,Master,4143.0,1,0,1.0,No,3.0,140,5,Floresfurt,July 19 2025,BDG-7707-ooae,414119,No
628,Laura Hernandez,laura.hernandez@examplecorp.com,42,Male,Married,Research & Development,1,High School,2682.0,18,0,1.0,Yes,3.0,228,4,Port Traceymouth,2008-07-23,BDG-7828-kCwL,105298,No
4948,Kayla Burke,kayla.burke@examplecorp.com,28,Female,Married,Engineering,3,Master,10510.0,1,0,1.0,No,5.0,174,4,Williamschester,2025-07-13,BDG-0678-Yeqs,570937,No
8186,Michelle Stevens,michelle.stevens@examplecorp.com,60,Male,Married,Sales,4,High School,9777.0,14,1,4.0,No,9.0,200,4,North Guyberg,2012-07-27,BDG-0538-UiOM,955474,Yes
7699,Sharon Cook,sharon.cook@examplecorp.com,38,Female,Single,Engineering,1,Bachelor,4088.0,4,3,1.0,Yes,4.0,188,2,North Amy,2022-07-02,BDG-4577-eMYh,143025,Yes
4766,Christopher Jones,christopher.jones@examplecorp.com,49,Female,Married,Sales,1,Master,3527.0,1,1,,No,3.0,150,3,Carterport,06 Jul 2025,BDG-0330-bMIM,266998,No
1602,Brenda Gallegos,brenda.gallegos@examplecorp.com,32,Female,Single,Sales,1,Bachelor,2978.0,8,3,3.1,No,5.0,227,3,North Thomas,2018-06-28,BDG-1824-oixy,272194,Yes
2344,Paul Cruz Jr. ,paul.jr.@examplecorp.com,42,Male,Married,Human Resources,1,Bachelor,3234.0,17,7,11.0,No,4.0,177,3,Taylorborough,02 Jul 2009,BDG-5487-IQMF,546257,No
1270,Amanda Perkins,amanda.perkins@examplecorp.com,37,Female,Married,Research & Development,2,Bachelor,4575.0,1,0,,No,3.0,156,4,Caseport,2025-07-09,BDG-2373-KndU,584089,No
129,Cameron Fisher,cameron.fisher@examplecorp.com,38,Male,Married,Marketing,1,Master,3277.0,11,1,8.2,No,6.0,143,2,New Johnton,03-07-2015,BDG-1294-ClKL,298133,No
7852,Ricky Reid,ricky.reid@examplecorp.com,36,Female,Married,Engineering,4,Master,,6,1,3.9,No,3.0,196,3,East Chelsea,2020-07-23,BDG-4192-osmI,810683,No
1712,Brian Cervantes,brian.cervantes@examplecorp.com,46,Female,Married,Marketing,2,Bachelor,5063.0,10,2,14.9,No,2.0,133,4,South Josemouth,13-07-2016,BDG-3374-KwAG,409147,No
8038,Heather Rojas DDS,heather.dds@examplecorp.com,33,Female,Married,Research & Development,2,Master,5944.0,1,0,,No,5.0,150,4,North Jessicatown,July 23 2025,BDG-0426-orZJ,962984,No
4236,Tina Harper,tina.harper@examplecorp.com,38,Female,Single,Sales,1,Master,3k,10,5,2.4,Yes,7.0,195,3,Lake Sergioshire,2016-07-26,BDG-2781-NAln,391544,No
5314,Ashley Thomas,ashley.thomas@examplecorp.com,46,Male,Divorced,Marketing,3,Bachelor,6466.0,21,3,1.0,No,2.0,182,3,North Nathanieltown,2005-07-22,BDG-0883-LVNm,208953,No
2399,Mark Davis,mark.davis@examplecorp.com,40,Male,Married,Research & Development,1,Bachelor,3085.0,6,2,19.0,Yes,3.0,232,2,Lake Nicholaschester,2020-07-21,BDG-8331-jtAU,775119,Yes
8025,Terry Williams ,terry.williams@examplecorp.com,23,Male,Married,Marketing,1,Bachelor,2518.0,0,0,26.0,No,2.0,180,2,Martinezport,2026-06-28,BDG-4683-CwZh,377101,No
6201,Joshua Fowler,joshua.fowler@examplecorp.com,-5,Female,Single,Sales,2,Bachelor,6205.0,8,4,1.6,No,3.0,135,3,Lake Tonychester,2018-07-05,BDG-3500-GWTz,110815,No
8517,Grace Lewis,grace.lewis@examplecorp.com,47,Male,Single,Engineering,4,Bachelor,9115.0,8,2,1.0,No,2.0,175,4,West Heather,2018-07-12,BDG-6495-gWij,492878,No
1187,Jennifer Adkins,jennifer.adkins@examplecorp.com,52,Female,Married,Human Resources,2,Master,5689.0,29,15,20.0,No,2.0,199,3,Anthonyport,22-07-1997,BDG-4941-XJsS,698587,No
6157,Phillip Fowler,phillip.fowler@examplecorp.com,31,Male,Married,Research & Development,2,Master,4767.0,0,0,1.9,No,5.0,162,3,Lake Amy,2026-06-26,BDG-2988-wisP,209256,No
9892,Stephanie Holmes,stephanie.holmes@examplecorp.com,37,Male,,Research & Development,2,Master,5980.0,3,3,2.2,No,2.0,153,3,South Denise,2023-07-10,BDG-1473-fNOU,223062,No
6152,Jared Madden,jared.madden@examplecorp.com,44,Female,Single,Research & Development,3,Bachelor,6401.0,2,0,5.0,No,1.0,138,3,Lake Dominiquemouth,2024-07-12,BDG-4537-Yxaj,899750,No
1978,Mr. Thomas Garcia,mr..garcia@examplecorp.com,24,Female,,Sales,4,PhD,10933.0,2,2,5.2,No,1.0,206,3,Cruzville,2024-07-16,BDG-4494-wNPG,359379,No
9987,Ashley Glenn,ashley.glenn@examplecorp.com,47,Female,Single,Marketing,4,Bachelor,13280.0,25,1,,Yes,3.0,203,1,Margaretshire,2001-07-21,BDG-1510-MzGo,458909,No
4248,Jackie Stewart,jackie.stewart@examplecorp.com,45,Female,Single,Sales,1,Bachelor,3264.0,3,0,6.1,No,2.0,190,3,Bonnieport,22-07-2023,BDG-7815-MleH,544630,No
9706,Jeffrey Mcdowell,jeffrey.mcdowell@examplecorp.com,25,Male,Married,Research & Development,1,High School,2899.0,0,0,21.5,No,1.0,195,4,Dannystad,2026-07-24,BDG-7546-igVz,428732,No
916,Brittney Martin,brittney.martin@examplecorp.com,33,Female,Married,Sales,5,Bachelor,13432.0,2,1,8.4,Yes,3.0,232,2,Ferrellmouth,July 14 2024,BDG-2142-vqVS,494362,No
1306,Matthew Baker,matthew.baker@examplecorp.com,41,Female,Single,Marketing,4,Master,11656.0,15,11,5.9,No,1.0,204,4,South Scott,2011-07-07,BDG-6127-Mjtl,311915,No
5582,Catherine Johns,catherine.johns@examplecorp.com,43,Female,Married,Research & Development,2,High School,4695.0,10,0,36.8,No,3.0,159,4,Brendafort,2016-07-23,BDG-4003-WbIp,360314,No
3050,Bianca Chavez,bianca.chavez@examplecorp.com,33,Female,Single,Research & Development,1,Bachelor,4137.0,5,2,21.9,Yes,4.0,196,3,Jessicaburgh,2021-06-29,BDG-9452-KVOB,464362,No
9619,Zachary Caldwell,zachary.caldwell@examplecorp.com,53,Female,Married,Human Resources,2,Master,5363.0,19,17,3.9,No,3.0,200,3,Port Tammyfort,2007-07-16,BDG-2355-xqUv,143569,No
1274,Raymond Quinn,raymond.quinn@examplecorp.com,47,Female,Single,Sales,2,High School,5150.0,2,1,4.2,No,2.0,243,3,Wilsontown,2024-07-24,BDG-7027-DFlg,271236,No
9011,Stacey Jones,stacey.jones@examplecorp.com,49,Male,Married,Sales,2,High School,6359.0,23,13,1.0,Yes,2.0,191,3,Ramseychester,2003-07-02,BDG-0267-Oleu,802644,No
2797,Cristian Mendoza,cristian.mendoza@examplecorp.com,35,Male,Married,Marketing,3,Master,6759.0,0,0,6.5,Yes,1.0,176,4,Port Melissa,2026-07-18,BDG-2840-XgUF,754003,No
1399,Mariah Thompson,mariah.thompson@examplecorp.com,40,Female,Married,Research & Development,2,Master,6589.0,5,1,11.7,No,2.0,235,5,Wrightburgh,2021-07-21,BDG-7246-nncW,216627,No
3359,Timothy Buck,timothy.buck@examplecorp.com,35,Female,Married,Engineering,3,Master,7838.0,0,0,1.0,Yes,,234,4,East Jose,2026-07-09,BDG-4947-ryNl,629053,No
184,Ashley Barton,ashley.barton@examplecorp.com,45,Male,Divorced,Sales,2,Bachelor,5861.0,4,1,1.7,Yes,3.0,185,4,Michaelmouth,2022-07-12,BDG-2809-iFDV,748159,No
5172,Nancy Lee,nancy.lee@examplecorp.com,24,Male,Married,Research & Development,3,PhD,8920.0,1,1,6.7,No,5.0,177,4,Wrightstad,2025-07-12,BDG-6259-HnPs,665349,No
5829,Chad King,chad.king@examplecorp.com,43,Female,Married,Research & Development,2,High School,5972.0,3,2,1.0,Yes,2.0,222,3,North Rachel,2023-07-15,BDG-3249-lTZp,979064,No
6267,Jonathan Gallagher,jonathan.gallagher@examplecorp.com,38,Female,Married,Human Resources,1,Bachelor,2718.0,2,2,6.0,Yes,3.0,198,1,Lake Michael,08 Jul 2024,BDG-9056-YOse,734789,Yes
5441,Emily Riley MD,emily.md@examplecorp.com,42,Male,Married,Engineering,1,Master,2969.0,8,4,1.0,No,5.0,173,2,Jillmouth,07/24/2018,BDG-3749-vixl,651359,No
7220,Justin Hughes,justin.hughes@examplecorp.com,23,Male,,Human Resources,1,Bachelor,2792.0,0,0,4.0,No,4.0,185,4,Lake Bethhaven,2026-07-21,BDG-2081-WmIO,971152,No
7149,Alexandria Carrillo,alexandria.carrillo@examplecorp.com,41,Male,Married,Research & Development,3,,10641.0,18,11,1.0,No,2.0,158,4,New Walterburgh,2008-07-22,BDG-9930-PHlF,960572,No
4568,Kenneth Williams,kenneth.williams@examplecorp.com,41,Male,Single,Sales,1,High School,3009.0,0,0,51.0,No,1.0,134,4,New Tanyaton,2026-07-19,BDG-7599-uoir,273118,No
8206,Jill Stevens,jill.stevens@examplecorp.com,37,Male,Married,Research & Development,2,Bachelor,5067.0,2,1,4.9,No,2.0,186,4,New Danielland,2024-07-24,BDG-9742-trSj,427024,Yes
2657,Paul Keller,paul.keller@examplecorp.com,40,Male,Married,Engineering,2,Master,5985.0,3,0,17.9,No,2.0,159,4,Armstrongborough,2023-07-23,BDG-6750-hMpm,234530,No
8398,Amanda Smith,amanda.smith@examplecorp.com,28,Male,Married,Research & Development,3,High School,5705.0,1,1,4.1,No,2.0,169,2,New Aaronburgh,2025-07-21,BDG-2377-mkMB,171625,No
7017,Javier Dorsey,javier.dorsey@examplecorp.com,30,Female,Married,Engineering,2,Master,5089.0,7,0,1.0,Yes,,271,3,Georgeshire,2019-07-10,BDG-5562-lNln,922611,No
1962,Danielle Wilson,danielle.wilson@examplecorp.com,33,Male,Single,Sales,2,High School,5710.0,4,4,10.1,No,1.0,188,3,Brendamouth,2022-07-18,BDG-9256-vJqB,294599,No
4993,Nicholas Obrien II,nicholas.ii@examplecorp.com,25,Male,Divorced,Sales,3,,6877.0,0,0,8.8,No,1.0,150,1,Crystalberg,2026-06-26,BDG-4125-ZWAm,273641,No
4892,Daniel Merritt,daniel.merritt@examplecorp.com,42,Male,Married,Research & Development,1,Bachelor,2796.0,17,11,6.5,Yes,3.0,183,3,West Troymouth,July 15 2009,BDG-1875-WNOq,683669,Yes
7912,Brandon Stewart,brandon.stewart@examplecorp.com,37,Male,Divorced,Sales,1,,3448.0,0,0,6.2,No,1.0,148,3,New Ambershire,2026-07-07,BDG-5932-YlFF,180203,No
7085,Jennifer Moses,jennifer.moses@examplecorp.com,37,Female,Married,Research & Development,3,Master,5687.0,2,0,8.8,No,2.0,186,3,East Monica,2024-07-01,BDG-0870-DLUF,833692,No
521,Amy Martinez,amy.martinez@examplecorp.com,34,Male,Married,Research & Development,4,Bachelor,10364.0,0,0,3.6,No,1.0,213,4,Melissatown,04 Jul 2026,BDG-7904-Dxwk,885576,No
1252,Daniel Davenport,daniel.davenport@examplecorp.com,48,Male,Divorced,Research & Development,1,Master,2507.0,24,18,17.2,No,2.0,169,4,Youngville,2002-07-07,BDG-7968-vxXK,583418,No
3177,Stacy Myers,stacy.myers@examplecorp.com,22,Male,Divorced,Sales,4,Bachelor,,0,0,,No,1.0,178,5,Williamfort,2026-07-18,BDG-8013-piEH,977256,No
7936,Amy Higgins,amy.higgins@examplecorp.com,40,Female,Single,Marketing,2,Bachelor,5247.0,13,9,9.9,No,2.0,180,4,New Patrick,2013-07-07,BDG-8072-kjNJ,408670,No
5129,Michael Gonzalez,michael.gonzalez@examplecorp.com,29,Female,Single,Sales,4,Bachelor,8197.0,6,0,8.7,No,4.0,169,3,Candiceborough,2020-07-10,BDG-8040-rXxd,689055,No
7508,Joshua York,joshua.york@examplecorp.com,33,Male,Married,Research & Development,4,Master,,1,0,13.8,No,1.0,185,4,Chaseland,07/08/2025,BDG-8222-WlBe,737487,No
6694,Tracy Mcguire,tracy.mcguire@examplecorp.com,36,Male,,Research & Development,3,High School,7626.0,7,5,9.0,No,2.0,164,4,New Jackie,11 Jul 2019,BDG-4345-QkSL,579735,No
3290,Anthony Ayala,anthony.ayala@examplecorp.com,36,Female,Divorced,Human Resources,2,High School,6316.0,13,6,3.3,Yes,1.0,231,4,West Mikaylafort,2013-07-24,BDG-6531-Kpmz,898935,No
9430,Heather Simpson,heather.simpson@examplecorp.com,39,Female,Married,Research & Development,4,PhD,8832.0,7,7,29.0,No,1.0,263,2,East Gabrielberg,2019-07-14,BDG-0489-EZBG,771047,No
8819,John Elliott,john.elliott@examplecorp.com,29,Female,Married,Marketing,3,High School,6269.0,3,0,1.8,No,2.0,204,2,Mcleanburgh,2023-07-06,BDG-7255-qRJf,563692,No
7782,Andrea Ramos,andrea.ramos@examplecorp.com,46,Male,Single,Engineering,1,Master,4784.0,12,7,7.1,Yes,3.0,204,2,Jamesfort,2014-07-14,BDG-5369-lleg,498488,No
7336,Robert Jones,robert.jones@examplecorp.com,51,Male,Single,Research & Development,4,High School,10481.0,2,0,2.1,No,3.0,172,4,East Virginia,2024-07-04,BDG-5686-huQn,595380,No
7047,Tammy Morris,tammy.morris@examplecorp.com,30,Male,Married,Research & Development,2,High School,3996.0,5,2,1.0,No,3.0,214,3,West Rickeystad,2021-07-08,BDG-2728-yaiD,223774,No
1052,Alexa Buck,alexa.buck@examplecorp.com,40,Female,Single,Sales,1,Bachelor,3250.0,15,11,6.3,Yes,4.0,239,3,Doylehaven,10 Jul 2011,BDG-8153-KZZf,279605,No
4070,Clifford Murphy DVM,clifford.dvm@examplecorp.com,35,Female,Single,Research & Development,1,Bachelor,2440.0,1,0,25.0,No,3.0,205,4,Samanthamouth,July 10 2025,BDG-6671-NprQ,619654,No
7552,Jesse Allen,jesse.allen@examplecorp.com,37,Female,Married,Research & Development,3,Bachelor,5546.0,3,1,1.2,No,5.0,164,5,Crossside,2023-07-15,BDG-2842-RTIR,308017,No
5683,Barbara Glover,barbara.glover@examplecorp.com,53,Male,Divorced,Sales,1,Bachelor,4362.0,25,17,6.3,No,3.0,184,3,Tinaport,2001-07-26,BDG-2790-GXTp,162175,No
273,Jonathan Lawrence,jonathan.lawrence@examplecorp.com,52,Male,Single,Research & Development,1,Master,4110.0,17,3,6.8,No,4.0,177,4,New Cody,2009-07-08,BDG-9300-eVxN,859877,No
2043,Wesley Jensen MD,wesley.md@examplecorp.com,35,Male,Married,Engineering,3,Bachelor,5958.0,10,3,1.1,Yes,1.0,212,2,Foxland,July 10 2016,BDG-2767-pnOc,415245,Yes
4764,Christopher Johnson,christopher.johnson@examplecorp.com,50,Female,Married,Engineering,2,Bachelor,4398.0,19,4,7.9,No,5.0,141,5,North Katelynmouth,2007-07-06,BDG-5614-kRzZ,588978,No
6606,Mrs. Melissa Robinson,mrs..robinson@examplecorp.com,36,Male,Married,Marketing,1,Bachelor,2650.0,3,0,1.0,No,5.0,165,4,Port Michael,2023-07-11,BDG-5641-Cwbs,865741,No
5326,Yvette Marks,yvette.marks@examplecorp.com,40,Female,Single,Research & Development,1,Bachelor,3328.0,1,1,38.5,No,1.0,160,2,Lake Christinaburgh,2025-07-06,BDG-2462-EhWI,481239,No
5408,Tony Moore,tony.moore@examplecorp.com,33,Male,Single,Research & Development,1,High School,2693.0,2,0,2.0,Yes,5.0,218,3,Robertsonside,2024-07-18,BDG-4176-HVsg,844787,No
1087,Mark Smith,mark.smith@examplecorp.com,44,Female,Single,Marketing,3,Bachelor,6598.0,5,5,4.7,Yes,1.0,225,3,East Lindsay,2021-07-20,BDG-6990-dDJl,675204,No
5938,David Perkins,david.perkins@examplecorp.com,38,Male,Single,Research & Development,2,Bachelor,5207.0,15,5,3.5,No,2.0,171,2,West Brandontown,2011-07-07,BDG-7248-bAQw,398408,No
6496,Stephanie Smith,stephanie.smith@examplecorp.com,49,Female,Married,Research & Development,1,Master,3799.0,6,5,4.1,No,2.0,210,4,Daltonview,2020-06-30,BDG-0772-FLLa,341342,No
5596,Joshua Sims,joshua.sims@examplecorp.com,31,Male,Single,Research & Development,3,Master,6831.0,5,5,3.7,Yes,1.0,205,3,Bellton,July 21 2021,BDG-2371-lDUu,719514,Yes
9655,Daniel Bruce,daniel.bruce@examplecorp.com,32,Female,Single,Research & Development,4,Master,,9,6,7.1,No,2.0,165,4,Allenborough,2017-06-30,BDG-4435-QRDn,558195,No
4323,Maria Hayes,maria.hayes@examplecorp.com,22,Female,Single,Sales,3,Bachelor,7563.0,0,0,13.2,Yes,2.0,223,3,North Anthonyborough,2026-06-30,BDG-0708-YPvg,702412,No
7107,Elizabeth Serrano,elizabeth.serrano@examplecorp.com,33,Male,Divorced,Sales,3,Bachelor,7620.0,9,1,1.0,No,4.0,153,2,Davischester,02 Jul 2017,BDG-1592-Vfry,502217,No
7922,Teresa Collins,teresa.collins@examplecorp.com,45,Male,Single,Sales,2,PhD,5230.0,7,4,1.3,No,1.0,173,4,Tanyashire,2019-07-17,BDG-8619-xOUF,277117,No
5729,Greg Wood,greg.wood@examplecorp.com,41,Male,Divorced,Research & Development,4,Bachelor,8911.0,0,0,4.5,Yes,4.0,170,3,New Jessica,2026-07-19,BDG-6168-Gtzj,875346,No
5649,Justin Williams,justin.williams@examplecorp.com,28,Female,Single,Sales,2,Bachelor,4469.0,0,0,2.9,No,,194,5,Heatherstad,2026-07-05,BDG-3157-PZWb,707686,Yes
5236,Robert Thompson,robert.thompson@examplecorp.com,42,Male,Single,Engineering,3,PhD,,4,2,12.7,No,8.0,121,5,Port Jeanne,2022-07-14,BDG-9064-EWjt,329331,No
9162,Tanner Ortiz,tanner.ortiz@examplecorp.com,29,Male,Married,Sales,4,Master,9589.0,2,1,22.3,No,5.0,149,2,North Staceyfort,2024-07-05,BDG-7326-XUjy,561245,No
4710,David Hamilton,david.hamilton@examplecorp.com,37,Male,Divorced,Research & Development,2,Master,4974.0,9,1,5.9,No,3.0,173,3,East Heather,2017-07-19,BDG-3200-iUrj,750007,No
8244,Kathleen Odonnell,kathleen.odonnell@examplecorp.com,53,Male,Married,Research & Development,2,Bachelor,5812.0,3,2,11.0,No,4.0,124,4,Richardsonside,2023-07-12,BDG-1191-aoJH,641510,No
5763,Tara Brown,tara.brown@examplecorp.com,42,Female,Single,Marketing,3,High School,8878.0,9,7,9.9,No,4.0,151,4,West Marisa,2017-06-29,BDG-6618-QKIp,375160,No
9210,Sara Yang,sara.yang@examplecorp.com,32,Male,Married,Marketing,3,Bachelor,7409.0,10,1,1.0,No,3.0,173,3,Connerfurt,11-07-2016,BDG-7560-YhnB,177001,No
3479,Jacob Hart,jacob.hart@examplecorp.com,34,Female,Single,Sales,4,Master,12533.0,9,6,1.0,Yes,2.0,180,4,Port Candicetown,2017-07-23,BDG-2779-fntw,737058,No
7282,Nicole Andrews,nicole.andrews@examplecorp.com,34,Male,,Human Resources,1,PhD,4049.0,8,3,20.2,No,4.0,119,2,Port Johnmouth,13 Jul 2018,BDG-0921-eaeK,186314,No
3925,Steven Rodriguez,steven.rodriguez@examplecorp.com,37,Male,Divorced,Sales,1,Bachelor,3720.0,5,5,4.6,No,1.0,142,3,New Sean,2021-07-17,BDG-2514-IzVS,481231,No
1749,Jennifer Yu,jennifer.yu@examplecorp.com,43,Male,Married,Sales,2,High School,6545.0,2,1,8.6,No,4.0,182,4,Cervantesbury,June 29 2024,BDG-5822-JoYa,902967,No
733,Kyle Nguyen,kyle.nguyen@examplecorp.com,36,Male,Married,Engineering,1,Master,3004.0,1,41,2.0,Yes,3.0,194,2,East Megan,2025-07-01,BDG-3056-tqfu,709895,Yes
2554,Eugene Price,eugene.price@examplecorp.com,38,Male,Married,Engineering,5,Master,17848.0,13,10,8.6,No,1.0,221,5,Ericstad,07/08/2013,BDG-9586-dvRb,525560,No
6616,Allison Sharp,allison.sharp@examplecorp.com,44,Female,Single,Sales,1,Master,3521.0,1,1,1.0,No,3.0,193,3,Jamesberg,2025-07-24,BDG-1634-incO,674562,No
9702,Christopher Wheeler,christopher.wheeler@examplecorp.com,30,Female,Married,Marketing,1,Bachelor,4297.0,1,1,1.0,Yes,4.0,191,2,Port Georgemouth,2025-07-16,BDG-9121-YmPE,880181,No
2663,Michael Wiggins,michael.wiggins@examplecorp.com,36,Male,Single,Sales,2,Bachelor,4654.0,1,0,9.0,No,4.0,107,3,Beltranport,July 18 2025,BDG-3661-emxS,625907,No
5562,Anthony Ward,anthony.ward@examplecorp.com,49,Male,Divorced,Sales,2,Master,5403.0,1,1,6.7,Yes,2.0,223,3,Gainesbury,2025-07-24,BDG-1949-uAnW,536982,Yes
9898,Jocelyn Campbell,jocelyn.campbell@examplecorp.com,30,Female,Married,Engineering,3,High School,8006.0,5,5,13.8,No,2.0,163,3,Pachecoview,2021-07-02,BDG-1258-vySy,285216,No
3114,Ashley Valentine,ashley.valentine@examplecorp.com,29,Male,Divorced,Sales,3,Bachelor,6343.0,0,0,22.9,Yes,2.0,194,2,Marissashire,2026-07-08,BDG-2299-xvje,367848,No
3304,Bryan Jones,bryan.jones@examplecorp.com,33,Male,Married,Sales,5,Bachelor,14912.0,11,0,5.3,Yes,1.0,237,5,Chavezshire,2015-07-17,BDG-4806-qlat,336552,No
1345,Christopher Johnson,christopher.johnson@examplecorp.com,30,Female,Divorced,SALES,5,High School,15891.0,7,4,1.5,No,3.0,164,4,Ashleyland,2019-06-27,BDG-7154-GLqK,225173,No
1691,Kim Beltran,kim.beltran@examplecorp.com,30,Male,Single,Research & Development,3,High School,7996.0,0,0,1.0,No,3.0,153,4,Moorefurt,2026-06-26,BDG-7049-jlga,162204,No
9686,Lori Mullins,lori.mullins@examplecorp.com,22,Female,Married,SALES,1,High School,3469.0,0,0,4.6,No,2.0,181,3,North Richard,2026-07-09,BDG-6909-Opda,101625,No
6654,Katie Hardin,katie.hardin@examplecorp.com,41,Female,Married,Engineering,2,Bachelor,6129.0,0,0,1.0,No,4.0,201,4,New Steven,2026-07-02,BDG-5292-pdPu,112871,No
5049,Kimberly Valenzuela,kimberly.valenzuela@examplecorp.com,49,Female,Single,Human Resources,1,PhD,2971.0,1,1,9.6,Yes,1.0,243,4,Morganmouth,2025-07-05,BDG-1326-DPmn,921401,No
3309,Debra Wolfe,debra.wolfe@examplecorp.com,35,Male,Single,Sales,2,Bachelor,5028.0,5,3,7.6,No,4.0,191,4,Lake Jimmy,June 26 2021,BDG-5064-CwyV,853272,No
1505,James Barber,james.barber@examplecorp.com,33,Male,Married,Engineering,3,High School,6814.0,3,0,6.5,No,3.0,207,4,Robertville,2023-07-14,BDG-2455-YamO,399768,No
1807,Heather Maldonado,heather.maldonado@examplecorp.com,40,Male,Married,Sales,1,Bachelor,2909.0,2,0,1.0,No,3.0,137,4,Baileymouth,2024-07-21,BDG-2839-iDIg,801992,No
